20210411_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
5	5	自然力量(C461)	何澤堯	姚本輝	128	1094	11	4-1/4	[12][11][9][10][5]	1:48.61	4
6	6	榮冠大道(V378)	蘇狄雄	葉楚航	124	1187	3	4-1/4	[7][9][10][13][6]	1:48.62	23
7	1	新界之星(A081)	潘明輝	鄭俊偉	128	1059	13	5	[13][13][13][11][7]	1:48.74	54
8	2	皇龍司令(C208)	梁家俊	霍利時	129	1086	7	5-1/2	[10][7][8][8][8]	1:48.80	25
9	3	金如意(A172)	郭能	蘇保羅	129	1066	9	8	[8][8][6][7][9]	1:49.20	11
10	12	塑料喜(T326)	黃皓楠	丁冠豪	117	1092	4	8-3/4	[2][2][2][1][10]	1:49.35	106
11	13	幸運勝駒(C514)	黎海榮	丁冠豪	119	1166	10	9-1/2	[11][12][12][12][11]	1:49.48	145
12	14	嘉應風采(B115)	楊明綸	容天鵬	118	1193	5	18-1/4	[1][3][3][6][12]	1:50.85	92
13	8	燈胆精英(A183)	陳嘉熙	葉楚航	118	1181	1	18-1/4	[3][1][1][3][13]	1:50.88	52

20200701_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	連連行運(C441)	郭能	蔡約翰	125	1102	4	-	[7][7][7][1]	1:21.45	6.1
2	2	三生好運(C359)	潘頓	羅富全	133	1052	6	短馬頭位	[4][6][6][2]	1:21.46	4.9
3	12	醒旺財(D208)	周俊樂	韋達	113	1093	13	頸位	[1][1][1][3]	1:21.49	26
4	14	捉金皇(B460)	楊明綸	方嘉柏	115	1090	3	2-1/4	[9][8][8][4]	1:21.81	22
5	6	愛馬劍(B013)	田泰安	告東尼	125	1018	1	3	[6][5][5][5]	1:21.92	3.3
6	3	珍珠鳳凰(B201)	賀銘年	苗禮德	130	1037	12	4-1/4	[2][2][3][6]	1:22.11	8.8
7	5	深愛(A088)	薛恩	葉楚航	126	1075	11	5-1/2	[3][4][4][7]	1:22.32	31
8	8	紫菜福星(C440)	何澤堯	呂健威	125	1119	7	5-1/2	[13][13][12][8]	1:22.35	12
9	1	桃花盛(D234)	莫雷拉	賀賢	133	1172	2	6-1/4	[5][3][2][9]	1:22.47	7.8
10	13	股票傳奇(D039)	潘明輝	丁冠豪	117	1081	9	7-1/2	[8][9][10][10]	1:22.63	18
11	9	翹軍(B424)	蘇狄雄	容天鵬	123	1126	5	8	[12][10][9][11]	1:22.73	36
12	11	放眼量(A140)	梁家俊	何良	125	1047	10	9	[11][12][13][12]	1:22.88	55
13	4	愛逍遙(D190)	巫顯東	徐雨石	127	1042	8	10	[10][11][11][13]	1:23.05	171
14	10	正義駒(D146)	黎海榮	姚本輝	123	1103	14	12-1/4	[14][14][14][14]	1:23.42	128
WV	鐵胆威龍(C015)	---	蘇偉賢	116	---	---	---	---	---	---	WV

20200701_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	13	紅磚勇士(C304)	莫雷拉	賀賢	124	1072	14	-	[4][2][2][1]	1:22.08	5.2
2	5	一代莊主(C419)	楊明綸	約翰摩亞	130	1073	9	1-1/2	[1][1][1][2]	1:22.32	41
3	2	皮具之星(C307)	潘頓	容天鵬	133	1260	2	2	[9][7][6][3]	1:22.39	5.3
4	11	百寶袋(D008)	陳嘉熙	姚本輝	120	1055	3	3	[3][3][3][4]	1:22.54	5
5	9	開心大師(B222)	何澤堯	方嘉柏	128	1092	13	3-1/4	[14][13][14][5]	1:22.61	10
6	12	皇家魅力(A356)	田泰安	苗禮德	126	1141	7	3-3/4	[5][5][5][6]	1:22.69	14
7	7	寶貝兒(B365)	賀銘年	蘇偉賢	129	1008	6	4	[12][9][9][7]	1:22.71	20
8	10	晴朗拍檔(B071)	郭能	霍利時	127	1096	4	5-1/2	[8][8][8][8]	1:22.98	24
9	14	太陽多多(C171)	蔡明紹	文家良	114	1092	10	6	[13][14][12][9]	1:23.03	41
10	1	神期大帝(D107)	黃俊	告東尼	128	1069	5	6-1/2	[7][10][10][10]	1:23.13	20
11	8	金銀城(C279)	周俊樂	鄭俊偉	119	1129	1	7-1/4	[2][4][4][11]	1:23.23	10
12	6	小福將(C096)	波健士	沈集成	130	1051	11	7-1/2	[10][12][13][12]	1:23.29	7.5
13	3	天地僑福(C438)	潘明輝	葉楚航	130	1064	8	13-1/2	[11][11][11][13]	1:24.25	28

20200701_10
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	14	夢想成金(D358)	何澤堯	羅富全	116	1192	3	-	[5][3][1]	0:55.64	1.7
2	9	精彩勇士(D387)	潘頓	約翰摩亞	121	1122	10	1-1/4	[1][1][2]	0:55.86	16
3	11	加州神箭(A417)	田泰安	告東尼	119	1122	4	3-1/2	[10][5][3]	0:56.19	16
4	13	暖在你心(D272)	黃皓楠	呂健威	114	1104	6	4	[13][13][4]	0:56.29	38
5	4	無敵勇士(C483)	莫雷拉	文家良	129	1218	8	4-3/4	[2][2][5]	0:56.42	4.3
6	10	二話不說(C134)	潘明輝	葉楚航	118	1115	1	5-1/4	[14][14][6]	0:56.48	62
7	1	帆哥兒(B089)	薛恩	方嘉柏	133	1080	2	5-3/4	[12][11][7]	0:56.55	17
8	2	大雷暴(D369)	周俊樂	韋達	123	1074	5	6	[7][4][8]	0:56.61	19
9	6	凱旋來(C495)	梁家俊	霍利時	127	1131	14	6-1/4	[4][6][9]	0:56.63	24
10	12	極爽(C131)	楊明綸	丁冠豪	117	1085	12	7-3/4	[8][7][10]	0:56.88	76
11	7	大武士(B216)	巫顯東	沈集成	123	1146	11	9	[6][9][11]	0:57.08	41
12	5	快樂騏驥(D390)	波健士	蘇偉賢	128	988	9	10-1/4	[11][8][12]	0:57.29	121
13	3	令才(D350)	黃俊	苗禮德	126	1097	13	10-3/4	[9][12][13]	0:57.36	127

20200701_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	怡昌福星(B357)	田泰安	苗禮德	120	1051	4	-	[6][2][1]	1:09.77	3.8
2	10	洪荒駿駒(A031)	莫雷拉	徐雨石	119	1126	7	3-1/4	[9][7][2]	1:10.30	6.8
3	8	勁快步(A053)	賀銘年	高伯新	120	1162	6	3-1/4	[4][4][3]	1:10.31	12
4	11	喜氣綿綿(C236)	潘頓	丁冠豪	120	1056	1	3-1/2	[1][1][4]	1:10.33	6
5	2	明月昇輝(A324)	周俊樂	韋達	121	1083	2	5	[5][5][5]	1:10.57	3.7
6	6	樂多福(A208)	巫顯東	何良	121	1164	8	6	[8][11][6]	1:10.72	17
7	1	常山耆寶(A275)	何澤堯	文家良	132	1054	11	7-1/4	[11][10][7]	1:10.91	8.7
8	4	叫關盈富(B482)	蘇狄雄	蘇保羅	128	1189	10	7-1/2	[10][6][8]	1:10.96	96
9	12	運來寶兒(B444)	楊明綸	容天鵬	118	1083	3	8-3/4	[12][12][9]	1:11.16	63
10	5	盛唐文心(C390)	郭能	霍利時	127	1025	12	8-3/4	[7][9][10]	1:11.18	115
11	7	香江穩勝(T254)	潘明輝	鄭俊偉	120	1304	9	19-1/2	[3][3][11]	1:12.88	14

20200627_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	12	魅影揚飛(A354)	潘明輝	姚本輝	115	1212	12	-	[9][9][9][1]	1:20.96	27
2	14	正本開心(C227)	田泰安	羅富全	117	1159	2	1	[7][6][3][2]	1:21.13	4.9
3	13	佳運來(T380)	黃皓楠	徐雨石	114	1029	1	1-1/2	[13][14][14][3]	1:21.21	14
4	11	嫡愛摯寶(C062)	莫雷拉	蔡約翰	117	1209	14	1-3/4	[10][10][6][4]	1:21.25	12
5	8	利害了(C367)	賀銘年	韋達	122	1089	4	2-1/4	[5][4][2][5]	1:21.31	9.3
6	2	星運明爵(C431)	何澤堯	方嘉柏	130	1102	11	2-1/2	[6][11][11][6]	1:21.37	27
7	6	紀利雄星(C041)	波健士	沈集成	124	1267	5	3	[2][2][1][7]	1:21.43	3.9
8	5	長長友(B472)	巫顯東	容天鵬	122	1166	13	3-3/4	[14][13][12][8]	1:21.58	10
9	1	美麗精神(B409)	薛恩	告東尼	133	1275	3	5-1/2	[11][8][7][9]	1:21.86	9.2
10	4	美麗甜心(B410)	陳嘉熙	約翰摩亞	118	1157	8	9-1/4	[3][3][5][10]	1:22.43	13
11	9	一舖縱橫(B385)	潘頓	葉楚航	121	1060	9	9-1/4	[8][7][10][11]	1:22.44	8.8
12	3	都靈紅星(B092)	梁家俊	何良	129	1138	7	12-1/2	[4][5][8][12]	1:22.96	53
13	10	酷比哥(C192)	蘇狄雄	賀賢	118	1031	10	15	[12][12][13][13]	1:23.34	212
14	7	淺草飛(C477)	黃俊	丁冠豪	119	1142	6	23	[1][1][4][14]	1:24.66	66

20200627_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	好運(B376)	波健士	約翰摩亞	119	1195	2	-	[2][3][3][1]	1:38.70	4.3
2	10	超誠寶寶(D318)	黎海榮	姚本輝	116	1159	4	4-1/4	[6][7][6][2]	1:39.40	22
3	6	福威勝(B223)	何澤堯	呂健威	121	1114	10	5-1/4	[8][9][9][3]	1:39.53	11
4	3	平海飛星(B407)	史卓豐	蔡約翰	124	1132	8	5-1/2	[4][1][1][4]	1:39.58	8.9
5	4	南莊加寶(B048)	楊明綸	徐雨石	123	1068	6	6-1/2	[10][10][10][5]	1:39.73	22
6	12	加州銀晉(C042)	巫顯東	告東尼	110	1118	5	7	[1][2][2][6]	1:39.82	5.5
7	11	榮華煌昌(D252)	蘇狄雄	丁冠豪	112	1064	11	7-1/2	[11][11][11][7]	1:39.90	180
8	7	八太子(A426)	田泰安	沈集成	120	1054	3	8	[3][5][5][8]	1:39.99	4.3
9	5	安賦(B353)	賀銘年	方嘉柏	121	1089	13	8-1/4	[12][12][12][9]	1:40.01	15
10	1	家樂飛駒(D267)	潘頓	鄭俊偉	133	1078	12	8-1/4	[7][8][8][10]	1:40.04	9
11	9	電玩時代(D269)	黃皓楠	韋達	113	1139	7	8-1/2	[9][4][4][11]	1:40.06	39
12	2	妙算達人(B224)	陳嘉熙	羅富全	126	1266	1	11-1/2	[5][6][7][12]	1:40.56	12

20200627_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	美麗歡欣(D130)	波健士	約翰摩亞	126	1102	5	-	[1][1][1][1][1]	2:01.89	8.9
2	3	悅裕(B189)	田泰安	告東尼	126	1160	2	1-1/4	[8][7][7][9][2]	2:02.06	6.4
3	1	快益善(B478)	潘頓	沈集成	129	1050	1	1-3/4	[3][3][3][2][3]	2:02.14	2.8
4	4	真益善(D268)	蔡明紹	沈集成	124	1061	7	3-1/2	[5][5][5][8][4]	2:02.43	46
5	9	興惑(B351)	何澤堯	告東尼	119	1027	3	4-1/4	[4][4][4][6][5]	2:02.56	11
6	8	神龍駒(B108)	巫顯東	告東尼	117	1058	6	4-1/4	[2][2][2][3][6]	2:02.58	11
7	7	關鍵時機(C159)	莫雷拉	方嘉柏	121	1112	11	4-1/4	[11][11][11][10][7]	2:02.59	11
8	6	全才(B213)	賀銘年	韋達	122	1064	12	5-3/4	[10][9][10][11][8]	2:02.80	22
9	12	軍威振(D141)	黃皓楠	韋達	115	1065	9	5-3/4	[12][12][12][12][9]	2:02.83	10
10	11	文武傳奇(B137)	梁家俊	沈集成	119	1116	4	6	[6][6][6][7][10]	2:02.86	61
11	10	高瞻遠矚(B345)	陳嘉熙	約翰摩亞	111	1032	8	6-1/4	[7][8][8][5][11]	2:02.87	19

20200627_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	美麗多多(D116)	莫雷拉	蔡約翰	129	1069	2	-	[5][3][3][1]	1:20.96	3.9
2	4	綫路勇駒(A041)	田泰安	告東尼	128	1167	5	1-1/2	[3][2][2][2]	1:21.19	4
3	6	帶榮來(B197)	蔡明紹	高伯新	124	1144	6	2-3/4	[12][11][9][3]	1:21.38	44
4	8	醒目再臨(A314)	波健士	蘇偉賢	120	1161	1	3-1/2	[10][8][7][4]	1:21.51	22
5	5	創高峰(D136)	史卓豐	苗禮德	125	1144	4	3-3/4	[2][5][4][5]	1:21.56	24
6平頭馬	2	鎧運之星(C482)	潘頓	羅富全	131	1165	10	4-1/4	[4][4][5][6]	1:21.64	4.2
6平頭馬	12	旺舖必星(C387)	潘明輝	丁冠豪	115	1138	8	4-1/4	[9][9][8][6]	1:21.64	104
8	10	威威高星(D101)	梁家俊	賀賢	120	1120	13	4-1/2	[13][13][10][8]	1:21.69	53
9	9	是必飛飛(D121)	何澤堯	容天鵬	120	1283	14	4-3/4	[7][6][6][9]	1:21.72	5.9
10	14	天地同心(B030)	巫顯東	徐雨石	112	1084	11	6-1/2	[14][14][13][10]	1:21.98	20
11	11	雙節棍(C357)	楊明綸	方嘉柏	117	1019	9	8-1/4	[6][10][11][11]	1:22.26	20
12	13	瀟灑王子(V069)	陳嘉熙	文家良	126	1169	3	10-3/4	[1][1][1][12]	1:22.66	28
13	1	正本雄心(V303)	賀銘年	霍利時	133	1153	12	14	[11][12][14][13]	1:23.22	51
14	7	威風凜凜(D114)	黃皓楠	韋達	120	1209	7	22-1/2	[8][7][12][14]	1:24.56	61

20200627_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	3	天天精彩(C414)	田泰安	告東尼	127	1097	8	-	[11][11][9][1]	1:39.87	2.4
2	6	雙天至尊(C293)	何澤堯	呂健威	125	1199	14	1-1/2	[5][5][6][2]	1:40.12	38
3	14	勇福星(B035)	波健士	容天鵬	118	1215	1	1-3/4	[7][6][5][3]	1:40.14	41
4	4	鑽飾神聖(A419)	莫雷拉	苗禮德	127	1210	12	2-1/2	[13][12][11][4]	1:40.26	13
5	7	合夥精神(D175)	潘明輝	高伯新	122	1195	6	3	[3][3][4][5]	1:40.35	144
6	1	翡翠福星(V020)	郭能	文家良	133	1114	2	3-3/4	[9][9][12][6]	1:40.46	4.9
7	12	執到笑(B130)	梁家俊	蘇保羅	120	1159	5	4	[12][13][13][7]	1:40.53	15
8	5	好友利(C223)	巫顯東	徐雨石	122	993	9	5	[14][14][14][8]	1:40.66	73
9	10	春風得意(C309)	蘇狄雄	何良	120	1042	13	5-1/4	[4][4][3][9]	1:40.73	107
10	8	威震天(V119)	陳嘉熙	姚本輝	117	1129	3	5-1/2	[1][1][1][10]	1:40.74	13
11	9	乘勢歡心(C423)	潘頓	丁冠豪	124	1071	10	6-1/2	[2][2][2][11]	1:40.91	5.9
12	2	中華之光(A168)	賀銘年	葉楚航	128	1119	7	8	[8][7][8][12]	1:41.13	20
13	13	齊齊發(B356)	蔡明紹	鄭俊偉	119	1185	11	9	[10][10][7][13]	1:41.32	17

20200627_4
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	6	電子群星(C132)	莫雷拉	文家良	117	1032	5	-	[11][9][1]	1:08.31	6.3
2	5	醒目勇駒(B456)	田泰安	告東尼	128	1146	3	頭位	[8][7][2]	1:08.34	5.3
3	10	獎金大王(B433)	黃俊	葉楚航	115	1192	14	1/2	[1][1][3]	1:08.41	9.5
4	4	天作之合(D345)	史卓豐	韋達	128	1132	8	2-1/4	[10][10][4]	1:08.66	26
5	7	各取所需(C474)	波健士	約翰摩亞	126	1023	10	3-1/2	[3][4][5]	1:08.86	8
6	3	歐洲福星(C428)	潘頓	鄭俊偉	130	1222	4	4	[4][3][6]	1:08.93	8.6
7	11	南莊加好(C025)	賀銘年	丁冠豪	120	1103	1	5-1/2	[6][5][7]	1:09.20	5.9
8	13	有視力(D251)	潘明輝	姚本輝	115	1105	2	5-3/4	[7][8][8]	1:09.22	11
9	14	安逸寧靜(D189)	楊明綸	蘇偉賢	114	1000	9	7-1/2	[12][12][9]	1:09.51	272
10	2	青蛙王子(D324)	薛恩	何良	132	1182	12	8	[13][11][10]	1:09.59	45
11	9	電訊精英(D355)	蔡明紹	蘇保羅	121	1123	7	8	[5][6][11]	1:09.61	190
12	12	神州風範(C509)	何澤堯	呂健威	119	1153	6	9-1/4	[2][2][12]	1:09.78	6
13	8	東方繁華(D232)	黃皓楠	徐雨石	118	1047	13	10	[14][14][13]	1:09.93	216
14	1	薈力之城(B280)	陳嘉熙	羅富全	126	1181	11	12	[9][13][14]	1:10.25	40

20200627_3
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	7	心頭好(D360)	潘頓	沈集成	125	1078	5	-	[5][5][1]	1:08.77	8.5
2	12	喜駿之星(D033)	郭能	文家良	122	1120	9	1/2	[4][4][2]	1:08.86	7.5
3平頭馬	3	胆大威猛(C338)	潘明輝	姚本輝	128	1113	14	1-1/4	[1][1][3]	1:08.96	2.2
3平頭馬	5	駿馬風采(D334)	梁家俊	羅富全	126	1252	4	1-1/4	[3][3][3]	1:08.96	8.7
5	11	威武承傳(B451)	莫雷拉	鄭俊偉	124	1073	10	2-1/4	[2][2][5]	1:09.15	4.7
6	10	堅有料(C011)	史卓豐	方嘉柏	125	1295	8	2-1/2	[8][6][6]	1:09.16	14
7	8	型感(D296)	波健士	霍利時	125	1275	1	2-3/4	[7][8][7]	1:09.21	130
8	4	星夢帝國(C407)	楊明綸	何良	127	1110	6	3	[10][10][8]	1:09.27	78
9	1	快樂歡騰(B272)	田泰安	蘇偉賢	132	1152	11	4-1/2	[11][9][9]	1:09.48	16
10	2	駿飛揚(D109)	薛恩	賀賢	132	1248	7	7	[12][12][10]	1:09.90	74
11	9	金剛福星(D017)	賀銘年	蔡約翰	125	1012	12	12	[14][14][11]	1:10.68	98
12	13	紅鞋兒(D081)	巫顯東	徐雨石	119	1062	2	12-3/4	[6][7][12]	1:10.82	229
13	6	合金皇(D287)	黃皓楠	丁冠豪	122	1083	13	13	[13][13][13]	1:10.87	306

20200627_2
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	9	英明勇將(T348)	何澤堯	呂健威	124	1072	3	-	[7][7][1]	1:08.45	4.4
2	2	特醒(C060)	潘頓	蘇偉賢	128	1161	9	3/4	[11][8][2]	1:08.58	4.5
3	11	心中有您(B283)	薛恩	賀賢	123	1063	11	1-1/2	[12][10][3]	1:08.67	6.2
4	13	濃有(C244)	莫雷拉	文家良	119	1105	14	4-3/4	[5][1][4]	1:09.22	7.6
5	1	連利福將(B475)	賀銘年	葉楚航	133	1117	5	5-1/4	[3][5][5]	1:09.29	7
6	14	幸運大兄(A423)	黃俊	蘇保羅	112	1054	4	6-1/2	[1][2][6]	1:09.49	22
7	4	皆大開心(D364)	楊明綸	容天鵬	125	1145	13	6-3/4	[13][13][7]	1:09.53	13
8	3	鑽飾明駝(B183)	陳嘉熙	羅富全	119	1069	1	7	[4][4][8]	1:09.56	21
9	12	龍鑽輝煌(D143)	田泰安	告東尼	122	1125	10	7-1/2	[2][3][9]	1:09.65	59
10	6	步步為贏(D257)	黃皓楠	丁冠豪	122	1182	6	8-3/4	[10][9][10]	1:09.84	213
11	5	冠寶駒(D359)	史卓豐	苗禮德	125	1051	8	10-1/2	[8][12][11]	1:10.13	103
12	8	過關勝將(D151)	巫顯東	徐雨石	122	1039	12	10-1/2	[14][14][12]	1:10.14	263
13	7	跑出輝煌(C330)	潘明輝	姚本輝	123	1066	7	11-3/4	[9][11][13]	1:10.31	94

20200627_1
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	2	兩全其美(D205)	郭能	方嘉柏	132	1153	4	-	[5][7][4][1]	1:40.19	8.8
2	5	輝煌巨星(C046)	潘頓	蘇保羅	131	1056	10	2	[12][11][9][2]	1:40.51	5.9
3	10	志聰明(C319)	波健士	文家良	121	1207	13	2	[7][3][2][3]	1:40.53	11
4	7	驃騎飛(C456)	田泰安	蘇偉賢	129	1106	3	2-1/4	[6][6][3][4]	1:40.54	5
5	13	財帥(B134)	巫顯東	霍利時	110	1140	1	2-1/4	[1][1][1][5]	1:40.57	16
6	12	醫生雄星(C335)	蔡明紹	賀賢	113	1046	6	3-1/4	[3][5][5][6]	1:40.70	20
7	3	數糊勇士(B421)	何澤堯	丁冠豪	132	1171	5	5-1/2	[9][10][10][7]	1:41.08	8
8	6	小福將(C096)	周俊樂	沈集成	120	1065	8	6-1/4	[11][13][13][8]	1:41.17	8.6
9	8	喜盈運(V337)	梁家俊	何良	127	1105	14	6-1/4	[14][14][14][9]	1:41.20	31
10	11	盛勢(V243)	賀銘年	葉楚航	120	1086	12	6-3/4	[8][8][7][10]	1:41.26	13
11	1	時尚傳奇(D012)	楊明綸	容天鵬	133	1135	11	6-3/4	[13][12][12][11]	1:41.29	107
12	9	向前看(B331)	莫雷拉	鄭俊偉	124	1135	9	14	[10][9][11][12]	1:42.42	8.2
13	14	不忘初心(B231)	黃皓楠	徐雨石	112	1069	2	22-3/4	[2][4][8][13]	1:43.83	63

20200621_9
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	11	飛天劍(C463)	田泰安	告東尼	118	1041	6	-	[2][3][3][1]	1:21.10	3.7
2	3	爆騷(A207)	莫雷拉	徐雨石	130	1090	9	2	[11][12][9][2]	1:21.43	3.8
3	4	健康美麗(B384)	陳嘉熙	約翰摩亞	122	1030	10	2-1/4	[3][2][1][3]	1:21.44	30
4	2	智力寶(B311)	賀銘年	蔡約翰	131	1195	11	2-1/4	[12][11][11][4]	1:21.46	16
5	7	安頌(D381)	薛恩	韋達	125	1129	7	2-3/4	[9][9][7][5]	1:21.53	89
6	9	開懷大少(A278)	黎海榮	文家良	119	1166	5	2-3/4	[6][6][4][6]	1:21.54	43
7	10	噴火龍(B463)	梁家俊	霍利時	118	1040	3	2-3/4	[7][7][8][7]	1:21.55	12
8	6	勞動創造(C138)	潘明輝	沈集成	126	1079	2	2-3/4	[4][4][5][8]	1:21.55	9.8
9	1	威進駒(A326)	何澤堯	呂健威	133	1152	12	3-3/4	[13][13][12][9]	1:21.69	17
10	14	雪戰神駒(B371)	波健士	高伯新	114	1090	13	3-3/4	[14][14][14][10]	1:21.69	18
11	13	爸巴閉(D235)	黃俊	何良	111	1095	1	5	[5][5][6][11]	1:21.88	10
12	12	萬利高(V396)	蔡明紹	蘇保羅	116	1119	4	7	[10][10][10][12]	1:22.21	18
13	8	天天智庫(D231)	楊明綸	容天鵬	119	1019	14	12-3/4	[1][1][2][13]	1:23.15	158

20200621_8
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	5	與龍共舞(B129)	楊明綸	方嘉柏	113	1065	3	-	[5][5][4][3][1]	1:45.84	17
2	7	喜蓮騏星(C165)	蔡明紹	告東尼	113	1050	5	4-3/4	[8][6][7][7][2]	1:46.60	7.7
3	2	添滿意(C079)	田泰安	告東尼	128	1082	4	5-1/4	[2][3][3][2][3]	1:46.66	5.2
4	6	友誼至好(C050)	潘明輝	姚本輝	113	1020	6	5-1/2	[6][8][8][8][4]	1:46.71	11
5	1	川河尊駒(A252)	何澤堯	方嘉柏	133	1158	2	6	[1][2][2][4][5]	1:46.80	4.2
6	4	幸福笑容(C199)	潘頓	呂健威	120	1189	7	6-3/4	[3][1][1][1][6]	1:46.92	2.9
7	3	協霸神駒(B405)	波健士	沈集成	120	1076	8	8	[7][7][6][6][7]	1:47.12	31

20200621_7
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	8	帝豪大師(D225)	潘頓	沈集成	120	1023	4	-	[7][7][6][1]	1:34.85	8.7
2	10	加州明雋(B363)	巫顯東	告東尼	116	1131	7	1-1/2	[2][2][2][2]	1:35.08	40
3	9	紅旺(C341)	陳嘉熙	葉楚航	113	1188	11	1-3/4	[1][1][1][3]	1:35.13	29
4	13	喜多樂(C224)	梁家俊	丁冠豪	118	1163	2	2-1/4	[4][5][4][4]	1:35.21	15
5	1	福善(C426)	波健士	高伯新	130	1066	12	2-3/4	[3][3][3][5]	1:35.27	10
6	4	無心睡眠(D082)	莫雷拉	約翰摩亞	127	1075	13	3	[12][13][9][6]	1:35.33	3.2
7	6	紅衣震撼(C366)	田泰安	蘇保羅	125	1016	14	4	[14][14][14][7]	1:35.50	4.2
8	12	捉金皇(B460)	何澤堯	方嘉柏	119	1086	1	4-1/2	[6][4][5][8]	1:35.55	14
9	14	鑲藍旗(C167)	蔡明紹	文家良	115	1126	10	5	[13][11][8][9]	1:35.67	123
10	7	海島材子(D219)	賀銘年	姚本輝	122	1046	3	5-1/2	[10][6][7][10]	1:35.71	9.5
11	2	超跑王(C479)	潘明輝	容天鵬	128	1133	5	5-1/2	[11][9][10][11]	1:35.72	85
12	11	嘉喜旺(C421)	楊明綸	何良	119	1032	8	10-1/2	[8][12][12][12]	1:36.54	18
13	5	星威(D295)	周俊樂	韋達	117	1047	9	11-3/4	[5][8][11][13]	1:36.73	135

20200621_6
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	6	牛精輝煌(A118)	田泰安	鄭俊偉	124	1108	3	-	[11][13][13][5][1]	2:01.99	6.7
2	13	劍聶風(A201)	蔡明紹	鄭俊偉	115	1071	8	1	[4][4][5][4][2]	2:02.16	10
3	11	神州福星(B326)	梁家俊	羅富全	121	1016	4	1-1/4	[7][11][11][11][3]	2:02.18	13
4	10	開心日子(A333)	潘頓	沈集成	123	1139	7	2-1/4	[12][8][6][7][4]	2:02.35	6.6
5平頭馬	5	赤火神龍(A350)	蘇狄雄	賀賢	123	1145	12	3-1/2	[3][1][2][1][5]	2:02.54	79
5平頭馬	12	活力得勝(C091)	潘明輝	蘇保羅	119	1093	5	3-1/2	[10][9][3][3][5]	2:02.54	6.7
7	3	精彩飛動(B095)	何澤堯	方嘉柏	128	1022	10	4	[13][12][8][10][7]	2:02.64	53
8	4	事勝意(T391)	周俊樂	苗禮德	116	1097	11	4-1/4	[1][3][4][6][8]	2:02.69	6.2
9	2	龍戰士(C153)	莫雷拉	容天鵬	130	1106	1	5-1/2	[8][10][12][12][9]	2:02.86	8.2
10	8	行樂之光(D331)	薛恩	方嘉柏	124	1085	9	5-1/2	[5][5][7][9][10]	2:02.88	65
11	1	精彩千里(C331)	波健士	約翰摩亞	133	1139	2	5-3/4	[6][6][9][8][11]	2:02.91	9.8
12	9	榮惑(C370)	賀銘年	告東尼	123	1003	13	7-1/4	[9][7][10][13][12]	2:03.13	14

20200621_5
名次	馬號	馬名	騎師	練馬師	實際負磅	排位體重	檔位	頭馬距離	沿途走位	完成時間	獨贏賠率
1	1	怡昌飛駒(B064)	賀銘年	苗禮德	133	1083	4	-	[7][5][1]	1:08.88	3.3
2	3	顯心星(D216)	何澤堯	方嘉柏	127	1183	8	1/2	[12][11][2]	1:08.95	3.9
3	2	超威星(D297)	潘頓	羅富全	127	1075	2	3	[5][3][3]	1:09.34	2.6
